security_id,security_name,security_type,quantity,market_value,purchase_date,purchase_price,purchase_value
4186,Suarez Reynolds and Anderson securities,Corporate Bonds,77,12211,2021-02-27,151,11700
4187,Davis PLC securities,Government Bonds,6,62356,2021-04-14,10303,61820
4188,Hayes Foster and Bowman securities,Treasury Bills,21,69216,2018-12-16,3281,68918
4189,Nunez Group securities,Foreign Exchange,4,27636,2022-05-14,6875,27503
4190,Brown Warren and Clarke securities,Foreign Exchange,90,97057,2018-05-21,1073,96632
4191,Martinez-Greene securities,Equity Securities,17,51272,2022-03-31,2980,50675
4192,Reid-Smith securities,Equity Securities,44,77747,2017-04-18,1764,77631
4193,Perry Carpenter and Knight securities,Money Market Instruments,37,26266,2023-05-14,696,25786
4194,Deleon Burton and Butler securities,Foreign Exchange,68,14948,2022-09-10,211,14397
4195,Phillips-Hinton securities,Mortgage-Backed Securities,49,10428,2020-07-24,206,10124
4196,Adams Sims and Gonzalez securities,Foreign Exchange,16,37241,2022-07-17,2307,36926
4197,Oconnor-Kane securities,Corporate Bonds,94,48957,2017-10-27,518,48737
4198,Morris-Murray securities,Mortgage-Backed Securities,25,55209,2018-10-05,2183,54589
4199,Gonzalez Ruiz and Stein securities,Corporate Bonds,82,13315,2023-04-03,158,13034
4200,Copeland Ltd securities,Foreign Exchange,39,45964,2017-01-30,1161,45305
4201,Benton-Smith securities,Foreign Exchange,77,77653,2018-12-24,1000,77068
4202,Newman LLC securities,Corporate Bonds,37,9597,2018-11-27,242,8954
4203,Sanders Inc securities,Treasury Bills,89,37873,2017-11-08,418,37278
4204,Roberts-Pugh securities,Treasury Bills,95,65425,2018-06-14,687,65305
4205,Dunlap Johns and Hays securities,Money Market Instruments,50,75406,2018-04-13,1494,74718
4206,Brown-Daniel securities,Mortgage-Backed Securities,42,21317,2016-12-02,495,20818
4207,Trujillo Mcdonald and Bush securities,Corporate Bonds,65,74730,2018-12-29,1143,74357
4208,Reed Horton and Short securities,Government Bonds,43,6680,2017-02-14,143,6161
4209,Smith Group securities,Asset-Backed Securities,83,92917,2022-02-28,1112,92311
4210,Nixon-Clark securities,Money Market Instruments,57,73416,2019-01-10,1279,72953
4211,Lopez-Bates securities,Asset-Backed Securities,85,25606,2023-02-28,297,25249
4212,Jackson-Henry securities,Asset-Backed Securities,19,26424,2017-12-28,1373,26097
4213,Griffin-Foster securities,Treasury Bills,93,52877,2016-12-03,565,52574
4214,Davies Garcia and Guerrero securities,Mortgage-Backed Securities,56,73675,2022-12-08,1307,73192
4215,Preston-Jensen securities,Mortgage-Backed Securities,34,39179,2018-09-19,1145,38946
4216,Garner-Ryan securities,Asset-Backed Securities,92,83211,2018-01-31,901,82979
4217,Cox-Jones securities,Foreign Exchange,23,81871,2018-09-07,3543,81500
4218,Obrien Group securities,Foreign Exchange,5,64110,2020-03-18,12693,63467
4219,Moody Miller and Edwards securities,Mortgage-Backed Securities,74,40259,2017-08-26,536,39679
4220,Fletcher LLC securities,Asset-Backed Securities,93,16393,2018-09-03,169,15793
4221,Delgado Hernandez and Caldwell securities,Treasury Bills,77,90034,2022-04-16,1165,89757
4222,Green-Sanders securities,Mortgage-Backed Securities,37,55564,2022-12-04,1488,55075
4223,Walker George and Molina securities,Government Bonds,43,83710,2021-06-18,1932,83103
4224,Perkins Group securities,Government Bonds,8,43895,2019-02-15,5439,43514
4225,Schwartz PLC securities,Treasury Bills,10,79406,2020-01-07,7904,79044
4226,Mason-Rose securities,Mortgage-Backed Securities,78,5469,2022-03-04,64,5027
4227,Bowen LLC securities,Corporate Bonds,31,43288,2017-06-14,1374,42607
4228,Boyd and Sons securities,Treasury Bills,35,33194,2018-03-23,941,32948
4229,Gallagher Group securities,Equity Securities,9,33131,2023-04-08,3610,32497
4230,Mullins Inc securities,Foreign Exchange,67,13227,2019-04-07,194,13000
4231,Watkins Ross and Simmons securities,Mortgage-Backed Securities,17,40981,2019-11-12,2375,40382
4232,Nichols-Moore securities,Corporate Bonds,57,58498,2020-09-21,1020,58184
4233,Michael-Williams securities,Corporate Bonds,35,11910,2019-09-07,330,11575
4234,Walsh Evans and Cowan securities,Corporate Bonds,32,30247,2019-12-16,940,30102
4235,Grant-Thomas securities,Asset-Backed Securities,41,65883,2018-07-03,1602,65683
4236,Avila and Sons securities,Asset-Backed Securities,91,95950,2020-06-24,1051,95654
4237,Smith Silva and Clark securities,Money Market Instruments,21,25365,2020-11-17,1181,24807
4238,Schwartz-Eaton securities,Equity Securities,29,91364,2017-05-05,3130,90796
4239,Lawson LLC securities,Treasury Bills,69,94924,2021-01-13,1368,94417
4240,Horton-Green securities,Corporate Bonds,29,76221,2023-01-30,2623,76080
4241,Sanders Smith and Nichols securities,Government Bonds,92,99542,2019-08-29,1079,99297
4242,Garcia-Schaefer securities,Equity Securities,80,83523,2016-11-13,1041,83325
4243,Mitchell-Harrell securities,Government Bonds,93,70546,2018-04-29,753,70120
4244,Alexander Morrison and Moore securities,Equity Securities,99,85225,2022-10-18,858,84981
4245,Foster and Sons securities,Mortgage-Backed Securities,93,61634,2018-03-24,657,61153
4246,Phillips LLC securities,Mortgage-Backed Securities,35,25266,2017-07-10,718,25151
4247,Rowe PLC securities,Corporate Bonds,100,23722,2021-12-06,230,23079
4248,Brown Ltd securities,Asset-Backed Securities,89,90059,2022-04-23,1010,89899
4249,Kelly Jones and Ray securities,Treasury Bills,100,24595,2021-05-17,239,23976
4250,Mcdonald PLC securities,Treasury Bills,11,18985,2017-12-18,1674,18416
4251,Barton Carroll and Fields securities,Equity Securities,8,51407,2022-01-15,6341,50730
4252,Choi PLC securities,Treasury Bills,77,98572,2018-11-05,1272,97974
4253,Woods-Hunt securities,Corporate Bonds,5,71404,2017-05-10,14216,71084
4254,Shepard Hernandez and Hensley securities,Asset-Backed Securities,40,91519,2017-12-01,2285,91406
4255,Thompson-Johnson securities,Corporate Bonds,7,18926,2021-08-09,2631,18417
4256,Horn and Sons securities,Government Bonds,43,42276,2018-11-24,972,41837
4257,Miller-Miller securities,Money Market Instruments,84,88893,2018-07-01,1056,88770
4258,Walters-Chandler securities,Corporate Bonds,37,41257,2021-05-15,1099,40688
4259,Morris Mosley and Gibson securities,Asset-Backed Securities,12,93755,2023-02-18,7800,93607
4260,Smith Inc securities,Treasury Bills,91,20252,2018-05-01,220,20096
4261,Perez-Thomas securities,Foreign Exchange,32,29257,2022-12-05,910,29147
4262,York Silva and Escobar securities,Foreign Exchange,25,48437,2019-11-09,1910,47755
4263,Johnson Williams and Chen securities,Government Bonds,68,86431,2017-05-18,1269,86315
4264,Wang-Smith securities,Government Bonds,31,23722,2018-07-31,749,23226
4265,Young Hart and Turner securities,Mortgage-Backed Securities,37,29567,2018-12-03,790,29256
4266,Acevedo-Cain securities,Mortgage-Backed Securities,88,59481,2016-08-14,671,59102
4267,Estes Ramos and Davidson securities,Government Bonds,18,78027,2018-09-26,4321,77780
4268,Mason Group securities,Foreign Exchange,3,62780,2017-02-27,20875,62626
4269,Morse Castaneda and Bell securities,Corporate Bonds,55,89385,2017-08-13,1615,88864
4270,Austin Group securities,Foreign Exchange,71,69696,2018-06-29,972,69066
4271,Stanley Rose and Leon securities,Corporate Bonds,69,74918,2021-10-26,1080,74543
4272,Doyle-Lee securities,Foreign Exchange,90,19189,2016-08-31,209,18884
4273,Rodriguez-Kelly securities,Equity Securities,81,29378,2022-02-22,359,29132
4274,Bowen-Castillo securities,Corporate Bonds,36,77987,2018-04-27,2151,77464
4275,Logan-Hayden securities,Corporate Bonds,78,14703,2016-09-14,184,14376
4276,Davidson Adams and Johnson securities,Corporate Bonds,81,65134,2021-07-19,800,64844
4277,Reese and Sons securities,Money Market Instruments,49,79110,2016-09-06,1608,78837
4278,Moore-White securities,Government Bonds,59,49866,2018-05-17,841,49637
4279,Owens and Sons securities,Asset-Backed Securities,13,84275,2022-03-12,6445,83796
4280,Mathews-Zuniga securities,Money Market Instruments,67,88299,2020-04-11,1310,87822
4281,Vasquez Patterson and Nielsen securities,Money Market Instruments,34,31228,2023-02-21,899,30585
4282,Tanner-Lynch securities,Foreign Exchange,8,15960,2021-07-20,1957,15663
4283,Silva Group securities,Corporate Bonds,5,96074,2020-05-10,19157,95788
4284,Strickland-Thomas securities,Money Market Instruments,47,91230,2017-12-05,1927,90575
4285,Robinson and Sons securities,Foreign Exchange,16,26415,2020-07-05,1610,25768
4286,Mccoy Inc securities,Foreign Exchange,13,99689,2019-03-10,7631,99215
4287,Foster Jones and Hart securities,Corporate Bonds,74,65560,2019-04-29,883,65363
4288,Garcia Jones and Robinson securities,Government Bonds,24,77056,2020-05-05,3195,76690
4289,Ford-Howell securities,Treasury Bills,38,73428,2018-06-04,1914,72740
4290,Bradshaw Perry and Mitchell securities,Corporate Bonds,49,63082,2022-10-21,1275,62515
4291,Carr-Small securities,Asset-Backed Securities,82,74594,2017-05-26,908,74468
4292,Guerrero Inc securities,Equity Securities,52,60047,2021-02-08,1145,59562
4293,Mathis Hernandez and Perez securities,Treasury Bills,12,13279,2017-09-24,1062,12748
4294,Nash Collins and Baker securities,Corporate Bonds,55,68123,2019-08-14,1230,67674
4295,Ross-Davenport securities,Treasury Bills,58,22522,2019-01-17,380,22068
4296,Stanley-Landry securities,Corporate Bonds,68,28944,2016-12-12,422,28701
4297,Bell Wood and Rodriguez securities,Government Bonds,71,10762,2018-01-28,147,10478
4298,Herman Browning and Callahan securities,Corporate Bonds,24,26150,2017-02-16,1070,25702
4299,Simon Ltd securities,Mortgage-Backed Securities,60,45612,2022-07-10,758,45501
4300,Ibarra Lamb and Garcia securities,Government Bonds,63,83130,2021-12-30,1314,82785
4301,Murphy Kaiser and Long securities,Corporate Bonds,15,15259,2016-07-21,1009,15145
4302,Smith and Sons securities,Mortgage-Backed Securities,20,86790,2019-10-29,4324,86486
4303,Lam Thornton and Rodriguez securities,Mortgage-Backed Securities,85,41468,2021-06-03,481,40889
4304,Fitzgerald and Sons securities,Money Market Instruments,7,11185,2019-12-29,1560,10926
4305,Anderson Lang and Luna securities,Mortgage-Backed Securities,36,74286,2022-09-11,2055,74004
4306,Reed Johnson and Wells securities,Corporate Bonds,89,10587,2016-08-22,111,9922
4307,Ponce-Hernandez securities,Equity Securities,69,35429,2020-04-08,503,34755
4308,Schultz Hamilton and Barron securities,Government Bonds,45,13495,2020-04-02,284,12813
4309,Oconnell Inc securities,Mortgage-Backed Securities,30,97225,2019-05-20,3228,96864
4310,Nguyen Ltd securities,Government Bonds,89,73448,2022-03-10,822,73192
4311,Hill PLC securities,Corporate Bonds,33,72589,2019-03-05,2190,72283
4312,Butler PLC securities,Asset-Backed Securities,72,46065,2023-06-27,636,45792
4313,Gilbert Ltd securities,Money Market Instruments,83,30673,2020-06-11,367,30468
4314,Hanson PLC securities,Corporate Bonds,43,81733,2022-01-04,1886,81116
4315,Newman-Rivera securities,Mortgage-Backed Securities,43,13143,2021-11-12,290,12479
4316,Ford Ltd securities,Money Market Instruments,59,51903,2020-06-20,874,51568
4317,Smith Roberts and Anthony securities,Mortgage-Backed Securities,5,70329,2018-04-04,13968,69842
4318,Campbell and Sons securities,Foreign Exchange,77,59588,2020-12-29,767,59070
4319,Norris Group securities,Corporate Bonds,4,14199,2021-02-01,3487,13951
4320,Lee Davis and Robinson securities,Corporate Bonds,94,51774,2018-09-26,544,51172
4321,Anderson PLC securities,Mortgage-Backed Securities,75,45243,2018-12-02,595,44637
4322,Pearson PLC securities,Asset-Backed Securities,36,63383,2020-12-03,1747,62909
4323,Ray Smith and Smith securities,Asset-Backed Securities,5,55519,2020-01-18,10965,54829
4324,Lin Diaz and Patel securities,Corporate Bonds,54,65870,2017-01-20,1208,65266
4325,Doyle-Berg securities,Corporate Bonds,94,82683,2017-07-27,873,82147
4326,Warren-Williams securities,Asset-Backed Securities,67,36247,2018-04-27,535,35853
4327,White Cain and Oliver securities,Equity Securities,76,54129,2016-11-11,705,53622
4328,Marsh Ltd securities,Corporate Bonds,78,67921,2020-09-30,863,67344
4329,Brooks-Martinez securities,Corporate Bonds,24,9243,2023-03-22,360,8649
4330,Boone Group securities,Money Market Instruments,64,71073,2018-10-10,1100,70449
4331,Flores-Marquez securities,Treasury Bills,19,14866,2022-04-30,756,14369
4332,Fernandez Group securities,Money Market Instruments,29,59633,2019-05-29,2045,59326
4333,Vasquez PLC securities,Foreign Exchange,52,54186,2018-01-02,1031,53617
4334,Hernandez PLC securities,Equity Securities,95,92936,2018-03-14,975,92666
4335,Melendez-Cooper securities,Equity Securities,52,29975,2020-09-26,572,29773
4336,Hansen Johnson and Gordon securities,Foreign Exchange,35,82932,2016-08-30,2363,82726
4337,Acosta-Kemp securities,Money Market Instruments,80,90743,2021-09-06,1127,90232
4338,Perez PLC securities,Government Bonds,66,28607,2023-05-10,425,28114
4339,Collins Diaz and Lambert securities,Foreign Exchange,95,87716,2020-10-20,920,87487
4340,Mcmahon-Freeman securities,Asset-Backed Securities,72,9300,2019-04-15,127,9158
4341,Strong-Lewis securities,Treasury Bills,9,12633,2018-07-17,1359,12238
4342,Patrick Russell and Diaz securities,Equity Securities,19,81388,2019-05-18,4277,81264
4343,Lewis-Jackson securities,Government Bonds,95,50340,2016-08-02,527,50091
4344,Sanchez Group securities,Corporate Bonds,46,8867,2022-10-04,180,8283
4345,Huff Edwards and Hudson securities,Asset-Backed Securities,8,13002,2021-07-07,1597,12776
4346,Simmons-Moore securities,Money Market Instruments,10,11373,2022-03-16,1104,11045
4347,Carter and Sons securities,Corporate Bonds,33,63958,2022-10-05,1919,63331
4348,Mercer Group securities,Government Bonds,60,44045,2017-03-29,729,43792
4349,Roberts Group securities,Equity Securities,84,83973,2018-04-17,992,83410
4350,Ritter Inc securities,Equity Securities,38,6032,2020-08-29,145,5530
4351,Brooks-Meyer securities,Corporate Bonds,31,36450,2017-09-28,1167,36181
4352,Woods and Sons securities,Foreign Exchange,11,36249,2023-05-21,3263,35902
4353,Brown Watson and Young securities,Corporate Bonds,64,55173,2020-06-20,852,54551
4354,Jones Peck and Olson securities,Equity Securities,29,69339,2019-06-15,2378,68982
4355,Martinez and Sons securities,Treasury Bills,64,79477,2019-05-22,1232,78896
4356,Vincent Benson and Farmer securities,Corporate Bonds,89,48201,2016-09-29,535,47640
4357,Brown-Kidd securities,Government Bonds,58,51244,2017-10-25,873,50687
4358,Munoz Inc securities,Equity Securities,71,98256,2018-12-01,1378,97852
4359,Jenkins-Shah securities,Mortgage-Backed Securities,68,68595,2021-03-16,1007,68481
4360,Nelson Ltd securities,Government Bonds,23,47668,2018-12-16,2046,47058
4361,Burns Rose and Johnson securities,Mortgage-Backed Securities,27,95916,2017-12-01,3541,95617
4362,Schmidt-Rasmussen securities,Corporate Bonds,66,85998,2019-11-24,1299,85773
4363,Jimenez PLC securities,Corporate Bonds,87,35473,2022-04-04,401,34914
4364,Lewis PLC securities,Foreign Exchange,21,30597,2021-05-25,1441,30280
4365,Preston Inc securities,Foreign Exchange,59,94164,2020-07-21,1585,93550
4366,Frederick-Glover securities,Asset-Backed Securities,42,7790,2022-03-06,179,7534
4367,Wallace LLC securities,Corporate Bonds,93,24297,2019-09-16,259,24175
4368,Bell Ltd securities,Foreign Exchange,100,6141,2017-09-30,56,5618
4369,Goodwin Group securities,Corporate Bonds,63,24512,2018-05-21,386,24375
4370,Williams Chapman and Stewart securities,Asset-Backed Securities,66,69216,2020-01-06,1038,68522
4371,James-Williams securities,Money Market Instruments,16,63125,2020-08-20,3929,62874
4372,Cohen Rhodes and White securities,Treasury Bills,74,98151,2017-07-18,1318,97592
4373,Reyes LLC securities,Mortgage-Backed Securities,78,37473,2020-04-16,477,37235
4374,Jones-Chambers securities,Foreign Exchange,82,42954,2021-07-30,520,42675
4375,Duarte Group securities,Mortgage-Backed Securities,78,85953,2020-07-21,1093,85272
4376,Banks Johnston and Mccall securities,Treasury Bills,19,70299,2022-02-13,3693,70182
4377,Herrera Harmon and Christian securities,Mortgage-Backed Securities,35,68163,2020-05-14,1927,67466
4378,Kennedy Group securities,Asset-Backed Securities,47,74855,2018-08-01,1578,74206
4379,Campbell LLC securities,Asset-Backed Securities,11,94253,2020-06-27,8545,94000
4380,Austin-Lopez securities,Asset-Backed Securities,30,34606,2021-06-23,1134,34045
4381,Webb Huff and Padilla securities,Treasury Bills,35,90428,2021-07-23,2579,90274
4382,Larson Thompson and Schmidt securities,Money Market Instruments,50,9652,2017-05-21,184,9207
4383,Reed-Holt securities,Asset-Backed Securities,68,94825,2018-12-16,1388,94447
4384,Hill-Cruz securities,Equity Securities,44,17326,2021-11-22,382,16827
4385,Roberts Ltd securities,Money Market Instruments,68,83711,2018-11-11,1226,83401
4386,Edwards-Martin securities,Treasury Bills,42,47038,2021-01-14,1112,46704
4387,Robles-Hall securities,Government Bonds,15,73028,2018-07-08,4844,72671
4388,Wood-Jones securities,Foreign Exchange,86,98999,2022-03-26,1143,98311
4389,Chambers Perez and Woods securities,Money Market Instruments,54,40213,2018-11-30,740,39984
4390,Silva Jackson and Mitchell securities,Treasury Bills,9,52835,2016-10-25,5835,52519
4391,Lawrence Inc securities,Mortgage-Backed Securities,95,67023,2019-12-18,700,66559
4392,Blanchard Taylor and Reyes securities,Equity Securities,33,91841,2017-12-29,2764,91224
