asset_id,asset_type,purchase_date,purchase_cost,current_cost
4444,Vehicle,2021-09-14,38338,7414
4445,Building,2015-09-06,402040,466550
4446,Building,2020-08-15,628903,662870
4447,IT Software,2017-01-01,12247,12310
4448,Land,2019-11-03,396426,763365
4449,Vehicle,2019-09-13,12468,5285
4450,Equipment,2021-06-01,7234,4492
4451,Land,2015-02-12,181346,379210
4452,Vehicle,2019-05-08,13866,5954
4453,Equipment,2016-08-13,6402,2136
4454,Building,2014-05-17,604593,695961
4455,IT Software,2023-07-02,14112,14959
4456,Land,2020-02-29,217920,573489
4457,Vehicle,2021-11-01,38134,6661
4458,Land,2021-04-07,278280,733241
4459,Land,2021-12-10,190843,539198
4460,Equipment,2015-08-25,6371,3245
4461,Land,2015-06-22,227981,507840
4462,Equipment,2019-05-01,5030,3949
4463,Land,2013-08-29,322494,731330
4464,Vehicle,2014-05-24,14625,6992
4465,IT Software,2014-07-01,2352,3032
4466,Vehicle,2020-10-22,31933,8273
4467,Vehicle,2023-02-08,29386,5838
4468,Equipment,2019-10-25,8182,1280
4469,Land,2017-02-10,229226,591303
4470,Land,2018-11-08,223915,658157
4471,Vehicle,2016-05-02,13948,9154
4472,Equipment,2018-06-29,9172,1361
4473,Equipment,2021-11-08,5565,3225
4474,Building,2021-05-10,489874,534006
4475,Vehicle,2015-12-01,31370,6082
4476,IT Software,2016-04-24,18894,19064
4477,IT Software,2016-11-06,6642,7397
4478,Building,2016-08-11,525920,579053
4479,Land,2017-05-31,332997,682703
4480,IT Software,2017-05-16,14516,15141
4481,Vehicle,2021-07-02,10718,8211
4482,Land,2020-06-29,402334,846688
4483,Vehicle,2021-09-03,48229,5105
4484,Land,2015-06-15,185390,651422
4485,Vehicle,2019-11-11,47875,6118
4486,Building,2013-10-07,968337,985500
4487,Building,2019-12-24,836547,901094
4488,IT Software,2018-04-07,1846,2831
4489,Building,2016-07-26,487570,547945
4490,Land,2015-03-19,402247,798411
4491,Building,2019-04-13,857730,872620
4492,Building,2015-07-16,600976,681640
4493,IT Software,2013-09-11,10769,11757
4494,Vehicle,2018-02-21,23053,9137
4495,IT Software,2017-11-15,3270,4048
4496,Vehicle,2015-10-19,18240,9388
4497,IT Software,2016-12-19,14086,14100
4498,IT Software,2017-07-12,8474,8671
4499,IT Software,2014-07-03,16881,17115
4500,Equipment,2015-03-05,8753,3084
4501,Land,2021-01-29,185336,659889
4502,Equipment,2018-02-23,5411,2027
4503,IT Software,2017-07-16,13082,13896
4504,Building,2015-05-26,727081,775493
4505,Building,2021-08-22,444305,457391
4506,Building,2016-12-03,956884,1004650
4507,Equipment,2018-05-24,8012,3984
4508,Vehicle,2020-07-27,11860,9969
4509,Land,2013-07-30,490994,769353
4510,Land,2017-08-25,406889,707786
4511,Land,2022-12-07,311890,717014
4512,Building,2015-10-24,570579,660469
4513,Vehicle,2015-10-02,19464,8742
4514,Equipment,2018-03-15,8466,2241
4515,IT Software,2015-11-24,16844,17833
4516,Building,2015-10-06,246756,298842
4517,Vehicle,2013-12-04,28245,7625
4518,Land,2021-04-24,367586,496199
4519,Equipment,2015-02-11,8570,1115
4520,IT Software,2014-04-05,7704,8100
4521,Land,2015-07-24,173017,499546
4522,IT Software,2015-07-18,15022,15882
4523,Equipment,2018-03-31,9539,4069
4524,Building,2019-07-26,739079,819558
4525,Equipment,2015-06-22,7366,3207
4526,Vehicle,2021-06-17,24935,8355
4527,Vehicle,2022-10-24,29754,9161
4528,IT Software,2021-01-09,12803,13682
4529,IT Software,2022-02-25,17231,17796
4530,Vehicle,2018-05-21,19861,5553
4531,Vehicle,2014-11-19,48723,9701
4532,Land,2022-09-22,386448,807870
4533,Vehicle,2019-05-24,44804,6825
4534,Building,2016-05-16,994063,1023579
4535,Building,2018-12-01,980095,1063073
4536,Building,2021-01-31,210664,304975
4537,Vehicle,2015-07-06,23328,9188
4538,Building,2019-03-05,937397,1017502
4539,Building,2015-09-30,190730,240989
4540,IT Software,2018-09-04,4842,5302
4541,IT Software,2015-11-11,14684,15630
4542,Land,2020-12-21,414507,875961
4543,Equipment,2017-11-06,7789,1501
4544,Vehicle,2023-01-19,41874,6536
4545,Land,2021-05-06,400850,595288
4546,IT Software,2020-12-30,9852,10641
4547,Building,2014-06-19,786095,800131
4548,Land,2020-04-11,266900,423262
4549,Building,2015-12-19,253106,347568
4550,IT Software,2014-06-11,9442,10073
4551,Building,2023-07-03,733140,765862
4552,IT Software,2017-05-13,16490,16501
4553,Land,2017-10-05,390224,593619
4554,Vehicle,2022-08-02,40577,6922
4555,Building,2023-03-25,932826,994393
4556,Building,2015-08-18,394585,427891
4557,Equipment,2013-09-01,8317,4368
4558,Building,2022-09-29,235325,284727
4559,Equipment,2021-12-23,5487,2351
4560,Land,2018-10-20,274954,508382
4561,Vehicle,2019-12-01,15588,6119
4562,Equipment,2017-06-17,6669,1569
4563,IT Software,2018-09-24,4742,5666
4564,IT Software,2015-02-03,19554,20271
4565,IT Software,2023-05-12,16366,16889
4566,Equipment,2016-07-23,5096,1574
4567,Equipment,2017-10-20,8193,2841
4568,Equipment,2019-09-11,6098,1559
4569,Building,2013-10-27,917076,953851
4570,Building,2014-04-23,756994,818498
4571,IT Software,2022-12-26,17259,17305
4572,Land,2016-06-04,277177,776750
4573,Land,2019-06-07,427024,842026
4574,Vehicle,2021-08-08,30799,9736
4575,Equipment,2018-10-02,8950,4551
4576,Building,2016-08-28,726614,801675
4577,Building,2020-10-16,244684,267295
4578,Land,2022-11-13,313153,596378
4579,Building,2019-12-07,118874,198951
4580,Building,2015-05-26,903404,913779
4581,Land,2014-01-08,244883,427955
4582,Vehicle,2020-02-20,13140,5150
4583,IT Software,2014-12-18,16306,16689
4584,IT Software,2018-09-26,2128,2128
4585,Vehicle,2016-02-26,19571,8353
4586,Equipment,2021-11-14,9268,2165
4587,Land,2016-02-03,487113,733895
4588,IT Software,2016-12-20,11416,11804
4589,IT Software,2017-05-21,1207,2057
4590,Land,2015-03-28,114013,595471
4591,Vehicle,2016-05-12,10771,6201
4592,Building,2017-08-11,569219,634599
4593,Building,2017-09-19,972852,1027910
4594,Equipment,2017-11-24,6905,2712
4595,Equipment,2013-12-29,9926,4035
4596,Equipment,2014-12-18,7224,2868
4597,IT Software,2015-10-04,19915,20828
4598,Vehicle,2016-09-04,22953,8729
4599,Vehicle,2020-04-29,26555,7624
4600,Land,2021-05-04,276600,744735
4601,Building,2022-08-13,260000,310411
4602,Land,2017-07-04,434808,934286
4603,Building,2015-05-04,767157,779963
4604,Vehicle,2020-10-03,15001,6894
4605,Vehicle,2018-06-29,40327,7860
4606,Land,2019-10-25,442117,561547
4607,IT Software,2015-07-08,8974,9328
4608,IT Software,2018-01-02,4758,5288
4609,Vehicle,2016-05-11,28333,6820
4610,Equipment,2017-08-21,8939,2840
4611,Vehicle,2015-10-30,22192,8593
4612,Building,2020-07-25,494172,562677
4613,Vehicle,2015-06-20,48794,6193
4614,IT Software,2017-09-07,7226,7283
4615,Vehicle,2013-11-05,15787,6358
4616,Land,2015-07-21,470203,578943
4617,Building,2018-01-23,411930,499125
4618,Equipment,2022-11-01,5112,2045
4619,Land,2019-02-16,396072,794425
4620,Vehicle,2014-11-25,40535,9007
4621,Equipment,2023-04-15,7654,1701
4622,IT Software,2020-02-07,12130,12503
4623,Vehicle,2020-01-20,11133,7182
4624,IT Software,2020-02-15,7326,7975
4625,Vehicle,2013-11-20,35765,5991
4626,IT Software,2023-01-06,10491,11148
4627,Building,2015-10-02,403433,490546
4628,Building,2014-03-12,992913,1044591
4629,IT Software,2019-04-30,10198,10766
4630,IT Software,2017-02-27,9881,10851
4631,Building,2017-12-05,397775,480438
4632,Equipment,2020-07-26,6738,4988
4633,Equipment,2018-03-09,7605,3591
4634,Vehicle,2014-04-19,21657,8758
4635,Land,2022-10-12,292910,489082
4636,Building,2020-05-09,477395,529230
4637,IT Software,2013-09-25,18559,18993
4638,Building,2019-08-08,657656,679457
4639,IT Software,2021-06-28,7183,7547
4640,Building,2016-10-08,400742,441948
4641,Vehicle,2022-04-17,48839,5200
4642,Building,2020-01-27,715573,732457
4643,IT Software,2018-07-15,18172,18963
4644,Equipment,2020-03-18,9847,1764
4645,Land,2014-10-30,384492,616357
4646,IT Software,2018-12-02,19623,20312
4647,Vehicle,2015-03-12,36417,9103
4648,Vehicle,2015-08-26,44962,8200
4649,Vehicle,2019-01-23,32572,7392
4650,Building,2016-08-16,219778,255092
4651,IT Software,2017-06-25,10700,11367
4652,Vehicle,2021-05-19,10071,5383
4653,Land,2023-03-18,403408,651891
4654,Building,2020-11-24,215732,262643
4655,Equipment,2022-01-31,7177,4072
4656,IT Software,2023-06-07,14239,14353
4657,Equipment,2023-06-26,6180,2589
4658,Equipment,2017-11-06,6812,3440
4659,Land,2019-07-09,149473,322146
4660,Building,2014-05-23,595873,655493
4661,IT Software,2018-10-19,14944,15223
4662,IT Software,2022-03-16,4108,4379
4663,Vehicle,2016-01-12,30988,8953
4664,Building,2016-05-03,736926,797482
4665,Vehicle,2016-10-16,35128,9162
4666,Building,2015-07-26,829691,855778
4667,Building,2021-03-16,950066,983088
4668,Equipment,2016-08-12,8908,1239
4669,Vehicle,2022-03-07,45375,6648
4670,Equipment,2019-06-09,8337,1765
4671,Land,2022-04-05,446462,708170
4672,Building,2022-08-19,307343,377177
4673,Land,2016-01-09,406662,589780
4674,IT Software,2017-05-09,5489,5951
4675,IT Software,2021-11-16,10214,11142
4676,Land,2017-11-27,120323,465474
4677,Equipment,2018-07-01,6494,2946
4678,Equipment,2014-02-27,9490,3909
4679,IT Software,2022-11-11,7020,7305
4680,Vehicle,2016-04-11,43692,8675
4681,Equipment,2018-09-05,6200,4362
4682,Land,2020-12-03,283849,658979
4683,Building,2020-03-05,964936,1019603
4684,Equipment,2023-02-08,8802,2295
4685,Equipment,2023-06-01,8486,4582
4686,Land,2019-11-26,298619,532939
4687,Building,2014-04-07,967095,979201
4688,Equipment,2021-06-26,8715,2924
4689,Vehicle,2016-01-07,29028,5503
4690,Building,2015-08-16,549760,607531
4691,Vehicle,2018-09-18,11791,6265
4692,Land,2015-02-03,337585,801213
4693,Vehicle,2015-04-25,21242,6782
4694,IT Software,2019-07-16,16365,17300
4695,Equipment,2015-10-20,8564,2284
4696,Equipment,2018-04-04,6440,1610
4697,Equipment,2018-09-21,9100,2178
4698,IT Software,2021-05-12,9034,9232
4699,IT Software,2019-06-01,18094,18330
4700,Building,2022-01-10,944714,1010184
4701,IT Software,2022-03-01,11162,11825
4702,Equipment,2020-12-18,8893,2835
4703,Vehicle,2021-05-10,17799,8612
4704,Equipment,2014-08-03,5614,2006
4705,Building,2017-02-17,772967,862209
4706,Land,2022-03-28,498875,770307
4707,Vehicle,2023-07-07,13906,5416
4708,Vehicle,2019-03-12,27418,9609
4709,Land,2015-04-02,350890,581549
4710,Vehicle,2019-03-11,10248,7686
4711,Land,2020-04-23,296076,549968
4712,Equipment,2013-10-29,6493,1887
4713,Building,2021-10-09,318503,342071
4714,Equipment,2018-11-07,8899,3121
4715,Equipment,2017-04-08,8520,3428
4716,IT Software,2019-01-12,12615,13144
4717,Vehicle,2014-06-26,17343,6872
4718,Building,2016-09-14,539680,589568
4719,IT Software,2013-09-15,15589,15709
4720,Building,2014-04-29,125444,155280
4721,Building,2018-07-22,200251,269477
4722,IT Software,2020-03-05,15514,15907
4723,IT Software,2015-12-10,12084,13011
4724,Building,2017-12-05,347543,368400
4725,Equipment,2019-07-18,8736,4667
4726,Equipment,2014-08-03,8469,3453
4727,Land,2018-12-12,384595,702927
4728,Vehicle,2020-06-11,32095,6491
4729,Land,2021-11-30,317981,435882
4730,Vehicle,2020-12-16,37260,9482
4731,Building,2013-08-31,423665,516955
4732,Land,2018-04-25,383432,712251
4733,Vehicle,2022-08-05,40940,8732
4734,IT Software,2015-12-05,17493,17888
4735,Equipment,2018-06-24,7020,1522
4736,IT Software,2017-10-16,2965,3388
4737,Vehicle,2018-03-17,38397,5030
4738,Vehicle,2021-01-05,13232,9387
4739,Building,2023-02-12,286440,299112
4740,Vehicle,2022-07-05,23891,6373
4741,Equipment,2014-07-18,7541,4899
4742,Building,2015-02-08,591418,623444
4743,Building,2022-01-18,666781,688907
4744,Building,2023-04-22,875978,930350
4745,Equipment,2019-02-26,8768,4852
4746,Land,2015-05-05,329705,438968
4747,IT Software,2015-11-29,18943,19836
4748,Land,2020-07-29,432660,686791
4749,Vehicle,2015-06-01,21114,9103
4750,Land,2016-01-10,360943,675945
4751,Building,2016-12-14,194204,233544
4752,Land,2021-06-16,156613,600446
4753,Vehicle,2021-05-16,47551,7932
4754,Equipment,2019-05-23,5690,1398
4755,IT Software,2015-08-06,12069,12755
4756,Building,2014-11-26,544789,599981
4757,Land,2021-06-01,453843,825828
4758,Vehicle,2020-03-21,24597,8201
4759,Equipment,2021-12-16,7192,3503
4760,Equipment,2014-10-16,5636,2612
4761,Vehicle,2014-07-14,39779,5272
4762,IT Software,2022-08-07,19241,19461
4763,IT Software,2016-12-21,6501,7172
4764,Land,2017-11-25,460735,685845
4765,Equipment,2019-08-22,8770,1649
4766,Vehicle,2018-06-17,27531,5370
4767,Land,2016-03-03,119224,617419
4768,IT Software,2017-02-17,6572,7254
4769,Building,2022-06-20,906426,936724
4770,IT Software,2022-02-08,15323,15856
4771,Equipment,2015-09-09,9689,4003
4772,IT Software,2017-02-15,9382,9394
4773,Land,2017-04-28,340803,822463
4774,IT Software,2014-10-18,10678,11326
4775,Equipment,2016-02-23,8711,1617
4776,Building,2021-02-28,494671,520833
4777,Vehicle,2014-07-10,35070,6792
4778,Vehicle,2014-06-25,14992,5607
4779,IT Software,2016-03-12,19517,19796
4780,Vehicle,2021-12-24,39431,7103
4781,IT Software,2015-02-15,17797,18579
4782,Vehicle,2014-09-28,40532,8759
4783,Equipment,2022-06-06,7583,4863
4784,Equipment,2021-07-10,6152,4581
4785,IT Software,2022-04-30,14881,15678
4786,Building,2014-12-15,216188,245003
4787,IT Software,2015-01-19,12293,12772
4788,Vehicle,2016-07-25,37975,7651
4789,Equipment,2019-03-18,6415,4198
4790,Equipment,2018-04-12,7735,4944
4791,Land,2023-03-21,448892,764043
4792,Building,2020-08-18,984671,1059726
4793,Vehicle,2018-09-19,19428,9035
4794,IT Software,2020-05-08,15289,15947
4795,Equipment,2020-04-15,7739,4111
4796,Building,2022-02-17,353052,389852
4797,IT Software,2014-11-23,19537,19672
4798,Vehicle,2017-11-05,24785,5113
4799,IT Software,2015-08-25,12274,12845
4800,Vehicle,2018-08-22,23538,5997
4801,Building,2018-04-30,610128,694936
4802,IT Software,2018-10-26,18519,19006
4803,Land,2014-04-23,361644,604325
4804,IT Software,2019-04-10,17980,18730
4805,Vehicle,2019-11-12,19101,6899
4806,Equipment,2022-03-30,8814,2319
4807,IT Software,2016-01-07,15401,16304
4808,Building,2014-02-10,743948,805272
4809,Land,2023-01-22,237547,448133
4810,Vehicle,2017-06-26,42577,8452
4811,Vehicle,2022-07-12,45924,8912
4812,Building,2016-04-15,945872,986429
4813,Land,2022-11-03,260868,749617
4814,Building,2020-03-05,622203,712635
4815,Building,2020-08-13,118438,186365
4816,Equipment,2022-03-06,6373,2242
4817,Building,2015-02-19,828650,841402
4818,Equipment,2023-05-08,9329,2049
4819,Equipment,2022-05-11,6076,4168
4820,Land,2018-02-24,302433,559608
4821,Vehicle,2016-05-10,46053,6188
4822,IT Software,2023-02-16,16794,16871
4823,Equipment,2013-11-23,7805,2940
4824,Land,2017-07-20,195429,572453
4825,Land,2016-10-17,462046,711236
4826,Vehicle,2016-03-27,40062,5804
4827,Equipment,2023-03-12,9585,3260
4828,IT Software,2019-03-20,11912,12330
4829,Equipment,2020-06-13,9775,3227
4830,Vehicle,2015-12-09,14364,9384
4831,Land,2016-07-04,426324,716094
4832,Vehicle,2022-06-27,39755,5098
4833,IT Software,2019-11-27,10941,11765
4834,Land,2023-06-22,233986,357934
4835,Vehicle,2019-09-18,39826,7859
4836,Vehicle,2017-06-18,22025,8684
4837,Building,2018-09-01,289360,389306
4838,Land,2014-10-30,264926,467594
4839,IT Software,2019-10-07,18843,19251
4840,Vehicle,2022-01-01,45991,9288
4841,Equipment,2014-07-11,6950,2351
4842,Building,2023-06-19,661830,742374
4843,Equipment,2015-04-15,8252,1991
4844,Vehicle,2014-04-05,45346,5526
4845,Equipment,2021-12-20,7568,3874
4846,IT Software,2022-08-14,19553,19917
4847,Vehicle,2014-04-21,39667,7006
4848,Equipment,2023-01-09,8976,3435
4849,Vehicle,2019-05-21,43185,9617
4850,Land,2019-10-14,156045,337809
4851,Equipment,2022-06-23,7416,4964
4852,Vehicle,2019-10-30,22292,5869
4853,Land,2016-05-03,265979,580350
4854,Building,2018-01-04,425152,508704
4855,Land,2014-07-22,235096,517231
4856,IT Software,2013-08-15,1460,1676
4857,Equipment,2015-10-16,9839,2571
4858,Land,2022-04-04,124305,256506
4859,Building,2016-10-18,157479,180875
4860,Equipment,2017-04-07,8822,3631
4861,Building,2013-10-25,886151,926815
4862,Vehicle,2015-06-10,41190,6774
4863,Vehicle,2023-05-01,47699,8125
4864,Land,2022-09-28,227735,387955
4865,Vehicle,2021-04-05,14141,7429
4866,Equipment,2017-11-25,9698,4107
4867,Land,2013-08-17,104597,341191
4868,Land,2020-10-09,145031,425656
4869,IT Software,2018-05-01,10732,10903
4870,Building,2014-11-16,909652,986516
4871,Equipment,2017-07-13,7253,3111
4872,Equipment,2015-05-29,7967,2630
4873,Equipment,2015-02-02,9631,4150
4874,Equipment,2014-10-15,8187,2696
4875,IT Software,2013-08-27,15160,15290
4876,IT Software,2021-06-19,7098,7628
4877,IT Software,2015-01-31,10506,11365
4878,Vehicle,2018-03-19,13984,7276
4879,Land,2020-10-02,415403,768533
4880,IT Software,2017-05-21,2357,3118
4881,Vehicle,2021-06-23,34174,6317
4882,Land,2014-04-23,498894,815596
4883,Vehicle,2022-07-03,22988,6688
4884,Vehicle,2015-12-29,29703,8057
4885,Land,2015-12-23,150376,320713
4886,Land,2021-08-27,352245,714878
4887,Equipment,2020-03-28,7443,2721
4888,IT Software,2021-04-20,13874,14046
4889,Equipment,2014-05-03,8708,3752
4890,Building,2017-03-23,799513,836852
4891,Land,2018-10-31,386698,513789
4892,Vehicle,2017-12-18,20592,9646
4893,Equipment,2013-10-16,5088,2754
4894,Vehicle,2021-10-26,22825,6015
4895,Building,2015-02-21,996934,1046215
4896,Vehicle,2016-04-12,14972,5540
4897,Equipment,2023-04-06,7950,4879
4898,Vehicle,2020-04-10,24610,5432
4899,IT Software,2021-08-12,15649,15713
4900,Equipment,2018-03-08,8359,4923
4901,IT Software,2022-11-27,2212,2958
4902,Land,2014-04-25,343761,668813
4903,IT Software,2023-04-02,1304,2081
4904,Land,2019-08-28,137327,417407
4905,Land,2022-09-03,218188,645970
4906,Land,2016-12-04,313057,695522
4907,Building,2019-08-23,352435,416889
4908,Equipment,2015-02-01,8034,3224
4909,Vehicle,2019-05-21,34411,6076
4910,IT Software,2020-11-06,2671,3275
4911,Building,2014-01-19,510643,530804
4912,Vehicle,2017-10-21,19077,9389
4913,Land,2017-11-12,312518,613503
4914,IT Software,2017-12-14,8901,9838
4915,IT Software,2022-10-15,2648,3048
4916,Land,2021-06-11,373048,683869
4917,Equipment,2021-05-12,6432,1755
4918,Equipment,2023-05-10,9213,1233
4919,IT Software,2018-08-21,10819,11047
4920,Land,2018-08-16,409447,640026
4921,IT Software,2019-09-07,12268,12734
4922,Equipment,2017-07-23,8915,2425
4923,IT Software,2020-03-24,17036,17158
4924,Equipment,2016-04-16,8798,1095
4925,Land,2017-01-29,159269,366051
4926,Land,2015-05-05,246827,473363
4927,Vehicle,2014-03-27,36691,6089
4928,Equipment,2016-05-01,7422,4812
4929,Equipment,2021-05-17,6363,2158
4930,Land,2014-06-08,403333,790595
4931,Land,2013-11-29,303957,675298
4932,Land,2017-01-02,171763,401147
4933,Land,2017-01-16,304801,443039
4934,Vehicle,2015-12-22,10772,5175
4935,Vehicle,2017-05-17,31412,6863
4936,Land,2015-03-03,250178,728335
4937,Building,2015-12-22,794022,851556
4938,Vehicle,2016-01-16,40082,9869
4939,Equipment,2023-06-10,7395,4025
4940,Vehicle,2020-12-03,10053,6689
4941,Building,2022-12-18,901723,979772
4942,Vehicle,2018-11-21,11512,7971
4943,Building,2015-07-14,998593,1066301
4944,Vehicle,2019-01-24,17843,9378
4945,Vehicle,2016-02-25,25912,6122
4946,IT Software,2021-07-07,9341,9837
4947,Land,2016-03-27,202291,537967
4948,Building,2015-06-01,970613,991502
4949,Land,2017-01-01,424804,814937
4950,Vehicle,2017-11-24,29637,5092
4951,Building,2019-12-31,940620,1037017
4952,Equipment,2023-06-16,7188,3924
4953,Building,2016-11-06,710553,732569
4954,IT Software,2022-08-08,12079,12710
4955,Vehicle,2016-11-23,30460,5901
4956,IT Software,2017-08-03,10473,11459
4957,Building,2015-10-17,916252,999617
4958,IT Software,2014-04-08,17950,18263
4959,Equipment,2015-03-17,9142,2525
4960,Building,2019-01-14,875093,969275
4961,Building,2021-01-22,376171,447016
4962,Vehicle,2017-09-09,38783,5400
4963,Vehicle,2014-02-13,29629,8380
4964,Building,2019-08-18,967702,1001514
4965,Vehicle,2017-02-17,33954,8681
4966,Land,2013-08-30,386468,775760
4967,Vehicle,2013-09-21,30156,9855
4968,IT Software,2021-08-30,12880,13797
4969,Vehicle,2021-08-18,41503,7228
4970,Vehicle,2018-05-03,24435,8183
4971,IT Software,2014-09-22,1349,1479
4972,Building,2013-09-02,211893,227336
4973,Land,2023-05-01,358361,723368
4974,IT Software,2018-10-17,19031,19218
4975,Equipment,2016-01-18,5759,4170
4976,Vehicle,2018-05-14,36439,9726
4977,Vehicle,2014-04-18,33884,7844
4978,IT Software,2021-12-17,19255,20089
4979,Vehicle,2022-05-29,35501,8433
4980,Building,2022-01-19,483730,553231
4981,Land,2019-05-21,173066,590619
4982,Vehicle,2015-08-05,38516,7135
4983,Equipment,2016-11-12,5633,3771
4984,Vehicle,2021-10-01,36303,9988
4985,Building,2015-07-03,648662,709118
