expense_id,expense_date,expense_amount,description,department_id
7578,2019-08-10,6934,expense related to credit cards,1
7579,2023-05-24,9521,expense related to cybersecurity measures,5
7580,2022-12-27,7015,expense related to trade finance,2
7581,2020-10-31,9566,expense related to financial planning,4
7582,2020-01-18,6558,expense related to personalized advisory services for affluent customers,4
7583,2023-06-20,6080,expense related to back-office operations,5
7584,2020-02-19,1918,expense related to performance management,8
7585,2022-01-12,9362,expense related to trading operations,7
7586,2020-10-03,3820,expense related to mergers and acquisitions,3
7587,2022-11-13,1835,expense related to mergers and acquisitions,3
7588,2020-11-03,8309,expense related to investment management,4
7589,2019-08-10,8532,expense related to trading operations,7
7590,2019-09-19,7226,expense related to savings account,1
7591,2022-01-17,8602,expense related to performance management,8
7592,2022-06-29,2504,expense related to mergers and acquisitions,3
7593,2020-09-08,9642,expense related to liquidity management,7
7594,2023-01-15,3775,expense related to risk assessment,6
7595,2022-10-06,7587,expense related to customer acquisition strategies,9
7596,2022-10-29,8830,expense related to technology upgrades,5
7597,2022-01-31,7993,expense related to capital market operations,3
7598,2022-09-07,5432,expense related to technology upgrades,5
7599,2022-12-30,2003,expense related to performance management,8
7600,2019-07-27,2044,expense related to customer acquisition strategies,9
7601,2020-11-12,5142,expense related to commercial loans,2
7602,2019-11-25,4764,expense related to credit cards,1
7603,2019-11-21,8644,expense related to training and development,8
7604,2023-06-16,1919,expense related to financial planning,4
7605,2022-11-14,7894,expense related to training and development,8
7606,2020-01-12,6657,expense related to trade finance,2
7607,2021-09-02,4427,expense related to capital market operations,3
7608,2020-12-08,6162,expense related to market research,9
7609,2023-01-06,2669,expense related to market research,9
7610,2020-04-14,5923,expense related to risk assessment,6
7611,2021-09-11,9365,expense related to savings account,1
7612,2020-02-16,2499,expense related to investment management,4
7613,2020-08-06,7202,expense related to risk assessment,6
7614,2022-04-05,2418,expense related to risk assessment,6
7615,2019-10-01,3024,expense related to marketing campaigns,9
7616,2022-03-05,4475,expense related to customer acquisition strategies,9
7617,2023-05-23,9611,expense related to marketing campaigns,9
7618,2021-09-15,7650,expense related to savings account,1
7619,2023-02-14,4865,expense related to treasury activities,7
7620,2021-04-19,8103,expense related to mergers and acquisitions,3
7621,2021-11-24,2572,expense related to trade finance,2
7622,2021-11-22,6861,expense related to cash management for businesses,2
7623,2021-04-23,5570,expense related to treasury activities,7
7624,2020-08-11,8480,expense related to commercial loans,2
7625,2021-05-13,2447,expense related to checking account,1
7626,2020-07-15,7055,expense related to internal controls,6
7627,2022-05-22,2857,expense related to internal controls,6
7628,2019-07-25,3911,expense related to commercial loans,2
7629,2022-09-21,7978,expense related to internal controls,6
7630,2023-06-05,8219,expense related to internal controls,6
7631,2021-09-04,5667,expense related to treasury activities,7
7632,2020-01-25,1965,expense related to marketing campaigns,9
7633,2019-12-03,4589,expense related to treasury activities,7
7634,2023-01-01,4499,expense related to back-office operations,5
7635,2020-04-18,7122,expense related to treasury activities,7
7636,2020-03-23,7331,expense related to personalized advisory services for affluent customers,4
7637,2022-06-21,5747,expense related to back-office operations,5
7638,2022-08-20,4789,expense related to marketing campaigns,9
7639,2020-03-20,6289,expense related to cybersecurity measures,5
7640,2022-12-10,3796,expense related to financial planning,4
7641,2022-03-24,1156,expense related to mergers and acquisitions,3
7642,2022-02-07,6646,expense related to mergers and acquisitions,3
7643,2023-05-27,8680,expense related to savings account,1
7644,2022-04-12,1271,expense related to performance management,8
7645,2023-01-14,6313,expense related to compliance monitoring,6
7646,2020-11-10,2314,expense related to financial planning,4
7647,2020-09-28,2236,expense related to capital market operations,3
7648,2021-09-13,2577,expense related to treasury activities,7
7649,2022-01-06,2814,expense related to performance management,8
7650,2022-07-10,9891,expense related to investment management,4
7651,2019-11-05,3045,expense related to savings account,1
7652,2022-02-05,2506,expense related to treasury activities,7
7653,2022-02-02,3613,expense related to internal controls,6
7654,2019-08-19,2077,expense related to risk assessment,6
7655,2023-03-17,6250,expense related to trading operations,7
7656,2021-03-17,7099,expense related to training and development,8
7657,2023-05-09,2196,expense related to savings account,1
7658,2021-06-20,3606,expense related to mergers and acquisitions,3
7659,2019-12-25,1239,expense related to back-office operations,5
7660,2023-06-08,3536,expense related to back-office operations,5
7661,2019-11-28,1786,expense related to mergers and acquisitions,3
7662,2020-10-08,6058,expense related to training and development,8
7663,2019-09-01,1767,expense related to personalized advisory services for affluent customers,4
7664,2023-03-02,8137,expense related to performance management,8
7665,2021-12-30,5440,expense related to trading operations,7
7666,2022-05-01,1215,expense related to personalized advisory services for affluent customers,4
7667,2021-03-03,7853,expense related to treasury activities,7
7668,2022-03-25,8055,expense related to checking account,1
7669,2020-11-21,5640,expense related to credit cards,1
7670,2020-01-21,7140,expense related to performance management,8
7671,2019-10-15,5516,expense related to commercial loans,2
7672,2022-01-21,2009,expense related to savings account,1
7673,2021-04-05,8113,expense related to marketing campaigns,9
7674,2020-05-03,7962,expense related to cash management for businesses,2
7675,2021-04-19,4790,expense related to capital market operations,3
7676,2023-05-27,5998,expense related to cash management for businesses,2
7677,2020-01-12,7545,expense related to compliance monitoring,6
7678,2021-02-24,4817,expense related to internal controls,6
7679,2020-09-06,2697,expense related to back-office operations,5
7680,2023-02-27,8941,expense related to savings account,1
7681,2022-12-30,5771,expense related to market research,9
7682,2022-10-09,5545,expense related to mergers and acquisitions,3
7683,2021-10-26,3189,expense related to commercial loans,2
7684,2020-10-08,9781,expense related to capital market operations,3
7685,2021-09-17,3628,expense related to training and development,8
7686,2022-09-24,6793,expense related to savings account,1
7687,2021-05-22,5829,expense related to commercial loans,2
7688,2020-04-16,8387,expense related to treasury activities,7
7689,2022-05-15,1323,expense related to financial planning,4
7690,2022-07-31,5146,expense related to savings account,1
7691,2021-06-20,9530,expense related to credit cards,1
7692,2020-08-20,9507,expense related to personalized advisory services for affluent customers,4
7693,2021-08-03,6491,expense related to training and development,8
7694,2021-09-10,6046,expense related to marketing campaigns,9
7695,2022-01-01,9260,expense related to financial planning,4
7696,2023-03-28,2040,expense related to mergers and acquisitions,3
7697,2021-09-28,5204,expense related to savings account,1
7698,2021-08-04,4374,expense related to marketing campaigns,9
7699,2021-07-19,4990,expense related to mergers and acquisitions,3
7700,2020-11-19,6572,expense related to market research,9
7701,2019-08-03,6653,expense related to marketing campaigns,9
7702,2021-12-16,1402,expense related to risk assessment,6
7703,2020-08-14,9080,expense related to employee recruitment,8
7704,2021-12-21,2588,expense related to liquidity management,7
7705,2022-01-14,9734,expense related to internal controls,6
7706,2022-12-28,8311,expense related to risk assessment,6
7707,2021-11-22,8483,expense related to mergers and acquisitions,3
7708,2022-04-22,9038,expense related to mergers and acquisitions,3
7709,2020-07-29,4036,expense related to personalized advisory services for affluent customers,4
7710,2021-11-05,3388,expense related to capital market operations,3
7711,2020-08-04,3366,expense related to checking account,1
7712,2023-06-11,7626,expense related to risk assessment,6
7713,2020-12-04,7426,expense related to marketing campaigns,9
7714,2022-07-04,7060,expense related to liquidity management,7
7715,2021-12-27,5934,expense related to mergers and acquisitions,3
7716,2019-07-06,5841,expense related to capital market operations,3
7717,2021-04-05,1100,expense related to compliance monitoring,6
7718,2020-09-08,8103,expense related to cybersecurity measures,5
7719,2023-02-10,4332,expense related to employee recruitment,8
7720,2023-05-23,6250,expense related to cybersecurity measures,5
7721,2021-09-15,6936,expense related to technology upgrades,5
7722,2019-09-30,1691,expense related to employee recruitment,8
7723,2023-04-07,8237,expense related to trade finance,2
7724,2020-12-19,9588,expense related to risk assessment,6
7725,2022-09-05,9274,expense related to trading operations,7
7726,2022-09-01,7564,expense related to savings account,1
7727,2020-04-20,4716,expense related to risk assessment,6
7728,2021-04-06,1576,expense related to financial planning,4
7729,2020-05-05,1880,expense related to savings account,1
7730,2021-06-04,7145,expense related to performance management,8
7731,2022-04-05,2221,expense related to cybersecurity measures,5
7732,2021-09-12,7666,expense related to treasury activities,7
